"","Q7","Q10","Q11","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q28","Q29","Q30","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q42","Q43","Q44","Q45","Q47","Q49","Q50","Q51","Q52","Q53","Q54","Q56","Q57","Q58","Q59","Q61","Q62","Q63","Q64","Q65","Q66","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81","Q82"
"112",1,1,1,2,3,3,2,1,2,4,1,4,1,2,4,2,2,1,2,5,4,5,4,2,1,2,3,3,5,4,2,2,2,4,4,5,4,4,1,2,5,1,3,1,1,2,4,1,1,5,1,1,4,4,4,1,1,4,2,4
"113",3,3,3,3,4,2,2,4,3,2,2,5,4,3,4,2,2,3,3,3,3,5,2,1,3,3,2,3,4,2,3,4,2,3,3,4,2,2,3,3,4,4,4,3,2,5,3,2,1,2,1,1,2,3,4,2,1,3,3,3
"114",4,1,2,3,3,2,3,1,4,1,3,5,1,1,2,1,3,1,2,3,2,2,3,3,1,2,1,1,2,1,1,1,4,1,2,3,2,1,2,1,2,1,1,1,1,4,1,4,3,3,1,1,3,4,1,2,2,3,1,3
"115",3,1,1,1,3,1,2,3,1,1,1,3,1,1,1,2,1,3,2,2,3,2,3,2,1,3,1,2,3,1,1,1,1,1,1,3,4,1,1,1,4,1,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",1,1,3,1,1,1,1,3,2,2,1,3,1,1,1,1,2,2,2,3,1,1,3,2,2,2,1,1,3,2,1,1,1,1,1,2,2,1,2,1,4,3,2,1,1,4,1,2,1,1,1,1,2,2,2,2,2,1,1,1
"117",2,2,2,3,3,4,3,3,4,1,1,3,1,2,3,3,2,4,3,3,3,3,4,3,2,4,3,1,3,1,3,1,3,3,3,3,3,1,3,3,3,2,4,3,1,5,1,3,2,3,1,3,3,4,2,3,4,2,1,3
"118",4,3,4,4,4,4,3,5,4,3,3,4,4,3,4,3,4,3,5,5,4,4,4,5,4,5,4,4,4,2,4,1,4,4,5,4,4,4,5,4,4,4,3,3,4,5,4,3,3,4,3,4,4,4,3,3,3,5,4,3
"119",3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,1,4,5,4,4,4,4,4,4,4,3,4,4,4,3,4,1,4,4,4,4,3,4,4,4,4,4,4,2,4,4,2,2,2,3,2,1,4,3,4,2,3,1,1
"120",3,3,5,5,5,5,1,5,5,1,5,4,5,4,5,5,5,5,1,5,5,5,5,4,4,4,4,4,5,1,5,4,5,5,4,4,4,3,4,5,5,1,4,3,5,5,5,5,4,5,3,5,5,5,5,4,5,5,5,5
"121",2,1,2,1,2,1,3,1,4,1,1,2,1,2,3,1,1,1,1,1,2,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,2,1,4,1,3,2,4,1,2,3,3,2,3,2,3,1,2
"122",1,1,1,2,1,1,1,1,1,2,1,3,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,3,3,3,3,1,3,1,2,4,2,3,2,1,3,2,2
"123",5,1,1,1,5,3,1,1,1,1,1,4,1,3,1,1,1,4,1,1,1,4,4,2,1,1,3,1,1,1,1,1,1,4,1,1,5,4,1,1,1,1,3,1,1,5,3,5,1,2,1,5,3,1,3,5,1,5,1,5
"124",2,2,4,3,4,2,4,3,4,4,2,5,2,1,3,3,3,4,3,4,4,3,4,5,5,3,2,4,4,1,2,1,3,3,3,4,4,3,4,4,5,3,3,2,3,4,1,5,1,4,1,3,4,5,4,4,1,4,2,4
"125",1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,2,3,3,4,4,3,4,4,2,1,1,1,1,1,1,1,1,2,1,3,3,3,1,2,1,2,3,2,1,1,1,1,3,1,4,1,1,1,1,1,1,3,3,1,2
"126",4,1,4,2,3,1,1,5,4,3,3,4,3,1,3,1,3,5,4,5,2,5,4,5,4,4,1,3,5,1,1,2,4,1,2,5,5,1,4,1,5,2,3,1,1,5,2,5,3,3,3,4,4,2,3,5,5,4,3,4
"127",3,1,1,2,3,1,2,1,3,2,1,3,2,2,2,2,3,2,3,3,2,1,3,1,2,2,1,2,2,1,2,2,2,1,3,2,3,1,2,1,3,2,2,3,2,3,2,2,2,2,1,2,3,2,2,3,2,3,2,2
"128",3,1,1,1,3,1,1,1,5,1,1,5,1,1,1,1,1,4,1,1,1,3,3,5,3,1,1,1,2,1,1,1,2,1,2,3,3,1,2,3,4,1,2,3,1,4,1,4,1,3,1,2,3,3,3,4,2,4,1,3
"129",3,2,3,4,5,1,2,3,3,1,2,3,2,3,4,1,3,4,2,5,3,2,3,5,3,4,3,4,4,1,3,1,3,2,2,4,3,4,4,2,4,2,3,2,3,4,1,3,3,3,2,3,4,5,5,3,3,4,1,1
"130",2,1,3,2,2,3,4,1,4,1,4,3,1,3,3,1,2,3,1,4,3,3,2,2,2,4,1,3,1,1,3,1,2,2,3,3,3,1,2,2,2,2,1,1,1,3,1,3,2,2,1,2,3,2,1,3,2,2,1,2
"131",1,1,2,3,5,5,1,5,5,1,1,5,1,5,5,3,1,5,5,5,5,5,5,5,5,5,1,5,5,3,4,4,2,5,5,5,5,3,4,3,5,3,3,3,3,5,4,4,1,5,2,1,3,3,3,3,3,5,4,3
"132",3,1,1,1,2,3,2,1,4,1,3,4,1,2,2,1,2,3,1,2,2,2,2,1,1,2,1,1,3,1,2,1,5,1,1,2,2,3,1,1,3,1,3,2,1,3,3,3,2,3,3,2,4,3,3,4,3,3,3,3
"133",1,1,2,1,2,2,2,1,3,4,1,4,1,2,1,1,3,4,2,2,3,2,2,3,3,2,1,3,2,3,1,1,2,1,2,3,5,1,3,1,2,1,4,2,1,2,1,1,1,5,1,1,4,2,5,1,1,3,1,1
"134",4,1,3,4,5,4,3,1,5,3,3,4,4,2,5,5,3,4,3,5,4,3,5,5,3,3,1,3,3,3,2,1,5,3,5,5,3,5,3,3,4,4,3,1,1,1,2,5,5,5,3,5,5,4,4,5,4,5,2,4
"135",2,1,2,1,1,1,2,1,1,1,1,3,1,1,1,2,1,2,3,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,4,1,2,1,1,1,2,2,1,1,1,2,1,1,1
"136",1,1,3,1,1,2,1,1,3,1,2,3,1,3,1,1,1,1,1,4,2,3,2,3,1,3,1,2,2,1,3,1,2,1,1,4,1,1,1,1,1,4,1,1,1,3,1,2,1,1,1,1,3,1,3,1,NA,2,1,1
"137",3,1,1,1,2,1,1,1,4,1,1,4,1,1,1,1,1,3,2,2,1,3,3,3,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"138",1,4,4,5,5,3,1,1,4,1,1,5,1,5,4,1,4,4,4,4,2,5,3,1,2,4,3,4,1,1,5,1,1,1,3,3,4,5,1,3,1,3,5,3,1,2,1,4,3,3,3,5,5,5,5,3,4,5,3,3
"139",4,1,1,5,4,5,2,1,3,2,3,4,1,3,4,2,2,4,5,5,4,3,4,4,3,3,3,4,4,1,4,1,4,3,4,4,2,1,2,3,4,4,2,3,1,5,2,4,4,5,3,3,5,4,4,4,4,4,1,3
"140",4,5,4,2,4,3,4,1,4,3,2,4,2,3,4,2,3,3,4,4,4,5,5,3,1,4,2,2,4,3,3,1,3,2,3,4,5,1,3,3,3,4,3,2,2,4,1,3,1,3,1,2,4,4,3,4,2,3,1,2
"141",1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,2,1,2
"142",1,1,4,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,2,3,4,1,1,1,1,3,1,1,1,3,1,1,3,2,1,3,1,3,1,1,2,1,1,1,3,2,3,1,1,3,2,3,3,2,3,2,1
"143",3,1,4,1,5,3,4,5,4,2,1,4,1,1,1,1,1,4,1,4,4,5,3,3,3,2,1,1,3,2,1,4,2,1,4,4,3,4,3,1,3,1,1,1,1,4,1,3,3,1,2,4,1,3,2,4,1,3,1,1
"144",4,1,2,1,5,5,1,1,5,3,2,4,1,2,3,2,1,4,4,5,5,4,5,5,4,3,4,3,4,2,2,5,2,1,5,5,2,4,4,1,5,4,2,2,1,4,3,3,3,3,2,3,4,3,4,5,3,3,1,3
"145",3,2,3,4,3,4,3,4,5,3,4,5,3,2,5,4,2,5,5,5,5,5,4,5,5,4,4,5,5,3,1,1,4,4,5,3,5,3,5,4,5,3,4,4,2,4,4,5,4,5,3,5,3,5,5,5,5,4,3,3
"146",5,3,2,1,3,3,4,1,3,2,3,5,2,1,1,2,2,3,1,3,4,3,3,3,2,3,1,1,4,1,1,1,4,1,1,4,2,4,2,2,2,1,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",5,3,2,1,3,3,1,3,5,2,4,4,1,1,5,3,3,4,2,4,4,3,4,2,1,4,2,2,3,2,1,1,1,1,1,4,1,2,3,1,4,2,2,1,3,4,3,3,1,3,1,3,4,1,4,2,1,4,3,1
"148",2,2,2,4,2,2,2,1,1,1,3,3,3,2,3,1,3,4,2,4,1,1,3,2,1,2,2,1,1,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,1,3,2,3,2,3,1,2,2,4,3,2,2,3,1,2
"149",5,5,5,3,3,4,5,2,5,4,1,3,1,3,2,3,2,2,2,4,4,3,3,5,3,3,2,4,5,5,3,1,5,2,2,4,4,1,3,2,2,3,5,3,1,4,3,4,4,5,2,3,3,5,4,2,4,3,2,3
"150",1,2,3,2,2,2,2,1,1,1,1,3,1,1,2,2,2,1,3,3,1,2,3,4,1,3,2,2,4,1,1,1,1,1,2,2,3,1,3,1,4,3,3,1,1,4,2,4,3,2,2,3,3,3,2,3,3,4,1,4
"151",5,2,4,4,4,3,3,1,5,3,5,5,3,4,4,4,4,5,3,5,4,5,5,5,4,4,4,4,4,2,4,5,5,4,4,5,5,1,4,4,5,2,3,4,4,5,2,5,1,5,1,3,4,4,5,4,3,4,3,4
"152",3,1,3,2,4,1,1,1,5,2,1,4,2,3,3,4,2,3,5,5,4,3,5,5,3,1,1,5,5,1,3,5,1,3,5,5,5,1,4,3,5,5,1,2,4,5,1,4,2,5,1,1,3,5,4,3,3,4,1,1
"153",4,1,3,2,3,4,4,3,5,5,4,4,3,3,4,4,3,5,4,5,4,4,4,5,3,3,3,4,5,4,3,5,3,3,4,5,4,3,4,3,5,4,4,3,3,5,3,4,4,5,3,3,3,5,5,4,4,4,3,3
"154",1,1,1,1,1,2,2,1,3,1,1,4,1,2,2,1,1,4,1,5,2,2,2,3,1,1,1,1,3,1,1,1,1,1,2,4,2,1,3,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,3,5,1,1
"155",4,4,3,2,3,2,5,4,5,4,2,3,4,4,2,4,2,2,3,3,5,4,3,4,2,3,3,2,4,1,4,3,4,2,3,3,3,2,1,4,4,2,3,4,2,5,3,4,4,4,3,4,4,5,3,4,2,3,3,4
"156",4,3,3,1,3,5,3,3,5,3,3,4,1,3,3,2,1,3,3,4,3,4,5,5,4,2,3,4,4,2,2,1,4,3,3,4,5,1,4,2,4,3,4,3,1,4,1,5,3,4,2,3,3,4,5,3,3,5,1,4
"157",2,2,1,1,1,1,1,1,4,1,1,3,1,2,1,1,3,3,2,3,2,2,5,3,2,1,2,4,1,1,2,1,3,3,1,2,2,5,2,1,2,2,1,1,1,3,2,3,1,3,1,4,3,4,2,5,3,4,2,4
"158",3,4,2,2,3,4,3,1,4,3,2,4,3,3,3,3,3,3,4,4,4,4,4,3,4,3,3,3,4,2,2,4,3,3,4,4,3,3,3,3,4,4,2,3,1,3,2,3,1,3,1,4,3,3,4,4,2,3,3,3
"159",4,1,3,1,1,4,3,1,5,1,1,3,1,4,5,1,4,1,1,3,2,5,5,5,1,3,4,4,5,2,1,1,4,3,2,1,2,4,5,1,5,1,3,2,1,4,2,2,1,3,4,1,3,3,4,3,1,1,2,1
"160",3,2,2,4,4,1,3,4,4,3,2,4,3,3,2,3,3,3,4,3,4,3,3,3,3,3,1,3,5,1,3,4,1,4,5,4,3,3,4,4,5,3,2,4,1,4,4,2,1,3,1,2,4,4,3,4,1,3,3,3
"161",5,4,5,1,2,5,2,3,5,1,3,4,1,4,4,4,1,5,3,4,5,5,5,5,5,4,3,5,5,2,4,1,4,5,4,4,4,4,4,3,5,4,3,5,1,5,1,3,1,4,1,2,3,5,5,3,2,4,1,3
"162",1,1,1,1,1,1,1,1,4,1,1,2,1,1,2,1,2,1,2,3,1,1,3,4,2,2,1,2,2,1,2,1,1,2,3,2,1,2,3,1,2,3,1,1,2,1,1,2,1,3,1,1,3,2,1,1,1,3,2,1
"163",3,2,2,2,4,2,2,1,5,1,3,4,1,1,2,3,1,4,3,5,4,3,3,5,1,3,1,2,4,1,1,4,5,2,1,5,3,1,2,3,3,3,2,3,1,4,2,2,1,3,1,2,3,4,4,3,1,4,1,3
"164",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,1
"165",1,2,2,1,3,1,1,4,2,1,1,3,2,3,2,4,1,2,2,3,4,3,2,3,2,2,2,2,3,1,3,4,1,2,3,2,3,1,2,1,3,2,2,2,1,4,1,3,1,1,1,2,1,2,2,4,1,1,2,2
"166",1,1,4,1,3,3,1,3,5,4,1,5,1,2,1,3,2,3,3,5,3,5,4,5,3,4,1,1,5,1,1,5,3,1,4,5,4,3,4,3,5,2,3,5,3,5,5,4,3,4,1,3,4,4,5,4,4,3,2,2
"167",2,2,2,2,2,5,2,2,5,2,4,3,2,1,2,1,3,3,1,3,3,3,5,5,2,3,3,1,2,1,1,1,3,1,2,3,3,5,3,1,3,1,3,1,2,4,1,4,2,3,2,4,4,2,4,4,3,4,1,4
"168",3,2,3,2,2,3,2,1,4,3,1,3,2,3,2,3,2,3,4,4,3,3,4,2,1,2,1,1,4,1,2,2,2,2,3,5,2,1,1,2,4,2,1,3,1,4,4,3,4,4,2,1,2,5,4,2,3,4,1,3
"169",5,3,4,5,4,4,4,5,5,5,4,4,4,4,5,4,4,5,5,5,5,4,5,5,4,3,4,4,5,4,3,5,5,5,5,5,5,3,5,4,5,4,4,3,4,5,5,5,3,5,3,4,4,5,5,5,4,5,3,4
"170",1,1,2,2,1,3,1,1,3,1,1,3,2,4,1,1,2,3,2,3,1,1,3,2,1,2,2,2,2,1,3,4,1,2,2,2,2,2,1,3,2,2,2,2,1,4,1,1,1,3,1,1,2,1,4,2,1,3,2,2
"171",3,1,3,1,2,1,1,2,3,1,1,2,1,1,2,1,1,2,2,2,1,2,3,2,1,2,1,3,2,1,1,1,1,1,1,2,2,1,2,1,3,1,1,2,2,3,2,3,1,2,1,1,3,3,3,1,3,3,1,2
"172",4,1,4,2,3,1,2,3,4,3,1,3,1,3,4,3,2,2,3,3,2,4,3,4,2,3,1,3,4,3,2,3,1,2,3,3,4,1,4,3,4,3,1,2,1,4,2,4,2,4,2,3,3,4,4,3,4,1,1,3
"173",5,1,5,4,5,1,3,5,5,4,3,5,1,3,3,5,2,4,5,5,5,4,5,5,4,4,4,4,5,4,3,1,4,3,5,5,4,4,4,4,5,4,2,3,1,5,4,4,4,4,3,3,4,4,4,4,4,3,3,3
"174",3,1,5,4,3,5,4,4,5,3,2,4,3,4,4,2,3,5,3,5,4,3,5,5,4,4,2,4,5,2,3,4,3,3,3,5,3,2,3,3,5,3,3,4,2,5,2,3,4,4,3,2,4,4,5,3,3,5,3,3
"175",3,2,3,2,2,3,3,2,2,1,1,3,1,4,3,3,3,3,4,5,3,4,3,2,3,4,2,2,3,2,2,1,2,3,4,5,2,4,4,2,4,4,3,3,1,5,3,3,3,3,1,3,3,4,3,4,2,3,2,2
"176",1,1,2,1,3,2,3,1,3,1,1,2,2,3,4,2,1,2,3,2,3,3,2,2,2,2,1,2,3,1,2,1,3,1,1,2,3,1,1,3,3,1,2,1,1,4,1,3,2,1,2,2,2,1,1,3,2,3,1,2
"177",1,1,1,1,3,1,1,1,1,1,1,3,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,2,3,2,1,4,1,3,1,2,2,1,2,2,2,1,1,2,1,1
"178",1,1,4,1,3,4,1,5,5,1,3,3,1,1,5,3,5,3,2,4,4,4,4,3,4,5,2,4,3,1,1,3,5,1,4,4,5,4,4,3,3,1,4,2,1,5,3,1,1,1,1,2,5,4,3,1,1,5,3,5
"179",1,1,2,1,1,1,2,1,4,1,1,2,1,2,3,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,3,1,2,1,1,2,1,1,1,2,1,3,2,2,1,2,1,2,1,3,2,2,1,1
"180",5,3,3,5,5,4,4,3,4,2,1,5,4,5,3,3,5,5,5,4,4,5,5,5,5,5,4,5,5,1,4,5,1,3,5,5,5,4,5,5,5,3,5,2,5,5,5,4,3,4,3,4,5,5,5,5,3,5,3,5
"181",4,4,5,4,5,3,2,3,5,5,4,4,4,3,3,4,5,5,2,3,4,5,3,5,3,4,3,5,5,5,4,5,2,4,5,4,4,4,4,3,5,2,4,3,3,5,3,1,2,5,1,3,2,4,4,3,3,4,2,1
"182",3,1,2,1,2,2,1,1,4,2,2,4,1,1,1,2,1,2,2,3,2,2,3,3,3,2,2,1,2,2,1,1,2,1,2,3,3,1,3,1,2,2,3,1,1,4,1,2,1,1,1,3,2,1,2,3,1,2,1,1
"183",3,1,2,2,4,3,3,2,2,1,1,4,1,2,3,2,3,4,4,4,3,3,1,3,3,3,2,3,2,1,2,1,1,2,3,3,3,1,3,2,3,4,3,1,3,3,1,2,2,4,1,2,3,4,3,3,2,3,2,1
"184",2,2,1,2,4,3,4,2,3,2,4,4,2,2,2,3,3,3,3,2,5,3,4,3,3,3,2,3,4,2,3,1,4,2,3,3,5,3,3,2,5,2,3,3,2,3,2,3,3,3,2,3,3,3,4,4,4,4,3,3
"185",4,1,2,1,2,1,1,1,4,1,1,3,1,1,1,1,1,1,5,4,2,2,1,1,2,2,1,1,3,1,1,1,1,1,3,2,2,1,3,2,2,2,2,1,1,3,1,1,1,3,1,1,2,1,3,2,1,3,1,1
"186",3,1,3,1,2,2,2,2,3,2,2,3,1,2,2,3,1,2,3,3,2,3,3,4,2,2,2,2,3,2,1,1,2,1,1,3,2,1,3,1,3,3,2,1,1,2,1,2,1,2,1,2,2,3,2,2,2,3,1,1
"187",3,1,4,2,3,2,1,2,5,1,1,4,1,1,3,1,2,4,2,4,3,5,4,5,2,3,3,2,3,1,1,4,2,1,2,5,4,4,1,2,2,3,2,1,1,5,3,3,2,3,1,3,4,3,3,3,3,3,2,3
"188",2,1,1,2,1,1,2,1,4,1,1,1,1,1,1,2,1,1,1,3,3,3,3,2,1,2,1,2,3,2,3,1,1,1,2,3,2,1,3,2,3,1,1,1,1,4,1,3,1,1,1,1,1,3,3,1,1,3,1,1
"189",4,2,4,1,3,4,1,2,4,2,3,4,1,2,2,2,1,4,5,4,4,4,4,4,4,2,3,4,3,2,2,1,4,2,4,4,2,3,2,3,2,4,4,2,3,4,2,4,2,4,2,4,3,4,5,3,3,4,2,2
"190",3,3,5,3,5,5,5,5,5,1,4,5,2,5,5,1,2,2,5,2,3,5,5,3,5,5,3,4,5,1,5,2,5,2,4,3,5,4,5,2,5,5,5,2,1,5,4,3,1,5,1,4,5,5,5,5,1,5,3,5
"191",3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3,2,2,2,2,1,1,1,1,2,1,1,3,4,1,1,3,2,1,2,1,2,2,1,2,2,3,1,2,1,2,1,1,2,1,3,2,1,1,1,1
"192",1,1,1,2,1,2,3,3,5,1,1,2,1,1,3,1,3,4,3,4,3,3,4,4,1,3,3,1,4,1,1,3,3,1,1,3,2,1,3,3,3,2,1,4,1,5,1,3,2,3,1,2,2,3,4,3,2,4,1,2
"193",2,1,1,1,1,3,1,1,1,1,1,4,1,1,2,1,1,3,3,3,1,1,1,2,3,2,2,2,3,1,1,1,2,1,1,3,3,1,3,1,3,3,1,1,1,3,1,3,2,4,1,3,2,5,3,3,3,3,1,2
"194",4,1,2,2,5,2,1,2,4,2,3,5,1,2,4,3,3,3,4,3,3,4,2,3,5,2,3,3,2,1,1,1,2,2,2,4,4,2,3,2,4,4,4,3,1,4,2,2,1,3,1,1,4,3,3,2,2,3,2,1
"195",2,1,2,1,3,2,1,3,4,1,1,5,1,1,1,2,1,4,3,5,3,2,3,3,2,2,2,1,1,1,1,1,4,1,3,5,4,2,5,2,1,3,2,1,1,3,3,3,3,3,1,3,4,4,2,3,3,5,1,4
"196",3,1,1,2,5,3,1,4,4,1,2,5,4,5,3,3,2,2,3,5,2,4,3,5,4,3,1,4,4,3,5,5,3,3,3,5,3,1,3,4,3,3,5,4,2,5,3,5,5,4,2,4,4,5,4,4,4,2,1,1
"197",3,2,3,3,5,3,1,3,5,1,2,5,4,2,4,2,2,3,4,5,4,2,5,5,3,4,2,5,3,1,3,3,2,2,3,4,5,2,5,2,4,3,5,2,3,5,1,4,5,3,3,2,4,3,5,2,5,4,2,2
"198",5,2,4,3,5,4,4,3,5,4,2,5,2,2,3,3,2,4,4,5,4,4,4,5,5,3,2,3,5,3,3,1,4,3,4,5,5,4,4,4,4,5,4,3,3,5,3,5,2,3,2,3,5,5,5,4,4,5,2,4
"199",4,2,4,3,4,3,3,3,5,3,1,4,3,4,4,3,2,3,5,4,4,5,4,3,4,3,4,4,5,1,4,1,3,1,4,4,3,1,4,4,5,4,3,4,2,3,3,5,4,4,3,4,3,3,4,4,4,5,2,3
"200",1,1,1,1,3,3,1,2,5,1,1,4,2,3,1,1,2,2,1,3,1,1,3,2,1,2,2,1,4,1,1,1,2,2,1,3,1,1,3,2,4,2,3,1,2,3,1,1,2,3,1,3,3,5,3,3,3,4,3,3
"201",3,2,1,2,1,3,1,1,4,2,2,3,1,2,3,3,1,3,4,4,3,1,2,4,1,3,2,3,3,2,2,1,4,3,2,2,3,2,1,2,3,3,2,3,2,3,1,3,2,3,2,2,4,3,3,2,2,3,2,3
"202",4,4,4,2,3,4,3,3,5,4,4,5,2,3,5,3,1,3,5,5,4,5,5,4,4,4,3,3,5,3,2,2,5,3,4,4,4,4,3,2,4,4,3,4,4,5,5,2,2,4,1,2,5,3,4,3,1,4,5,4
"203",5,1,1,3,3,3,1,1,4,3,2,3,2,4,3,3,1,1,3,5,5,3,5,5,3,3,2,4,4,1,2,4,2,3,4,5,3,1,3,4,4,5,1,3,5,5,1,3,4,2,3,4,5,2,4,4,4,5,1,3
"204",2,4,3,5,3,4,5,1,3,2,3,4,3,2,5,2,4,5,1,5,5,5,4,4,1,4,3,4,3,1,4,1,3,2,1,4,4,5,3,3,3,1,4,2,4,4,4,4,3,5,5,4,5,5,5,4,3,4,3,3
"205",3,2,2,2,2,1,1,1,4,1,2,3,1,3,1,1,1,1,3,1,3,2,1,3,1,3,1,3,2,1,1,1,NA,1,1,2,1,1,2,1,4,2,1,1,1,3,2,3,3,3,2,2,2,1,2,3,3,2,1,1
"206",1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,2,1,3,1,2,2,3,2,1,2,1,2,2,2,2,2,1
"207",3,1,1,1,1,1,1,5,5,1,1,1,4,1,1,1,1,1,1,1,1,3,1,5,1,1,1,3,3,1,1,3,1,2,1,3,1,1,1,1,3,1,1,1,1,2,1,3,1,1,1,3,1,1,2,3,1,1,1,1
"208",4,4,5,4,4,3,4,2,5,1,3,5,4,4,4,4,4,5,2,3,3,4,3,3,4,4,4,3,4,1,4,1,3,4,4,4,5,2,3,3,4,1,5,3,3,3,1,3,1,4,1,2,2,4,3,3,2,3,2,3
"209",1,3,4,3,5,4,3,5,5,3,5,5,1,1,5,2,4,5,3,5,3,5,5,5,4,3,4,5,4,1,2,5,5,4,1,5,5,3,4,5,3,1,4,2,3,4,3,5,3,4,2,2,5,5,3,5,4,5,1,5
"210",2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,3,3,2,1,3,3,1,1,1,2,1,1,1,2,1,1,1,4,1,1,1,3,1,2,1,1,1,3,3,1,3,1,4,4,3,3,4,4,3,2,3
"211",1,1,1,2,4,1,1,1,3,1,1,5,1,3,1,1,1,3,1,1,3,1,1,5,1,3,1,3,2,1,1,1,1,1,1,1,5,3,1,1,1,1,4,1,5,4,2,3,1,3,1,1,4,1,4,3,1,3,1,1
"212",4,5,2,3,4,5,5,5,4,2,4,5,5,5,3,2,1,4,4,5,5,5,5,5,5,3,3,3,3,4,2,5,4,4,4,5,4,5,3,1,4,5,5,2,4,2,4,5,5,5,3,4,5,5,4,3,5,5,4,5
"213",4,1,2,1,3,3,2,1,3,2,2,2,2,3,2,2,2,3,3,3,4,3,4,4,2,3,2,4,4,2,3,1,2,1,3,4,2,4,1,3,3,2,2,3,1,4,4,1,1,3,2,4,2,2,3,3,1,2,2,4
"214",3,3,3,3,3,2,3,1,3,2,2,4,1,2,4,1,3,3,3,4,3,3,3,3,2,3,2,3,4,1,3,1,4,2,3,4,4,2,3,3,5,2,3,2,2,2,3,5,3,4,2,2,5,3,4,3,3,4,3,3
"215",3,1,4,1,4,4,4,1,4,2,2,4,1,3,3,4,1,3,4,5,4,3,3,4,2,3,3,3,4,2,3,1,3,1,3,5,4,4,3,1,4,2,2,2,3,4,2,3,4,3,1,4,1,5,5,4,4,2,1,1
"216",5,2,3,1,1,3,2,3,5,1,4,5,1,1,5,1,1,1,3,4,3,4,3,4,3,1,3,2,3,1,1,1,4,1,2,4,2,2,3,3,3,3,1,1,1,4,3,5,3,5,3,3,5,3,4,3,4,3,1,3
"217",1,1,3,1,4,2,1,1,2,1,4,4,2,2,2,1,1,3,3,3,2,3,2,4,3,4,1,2,3,1,3,2,1,3,3,3,3,1,2,2,2,3,2,3,2,3,1,4,3,1,2,3,1,1,2,4,2,2,3,1
"218",1,3,4,1,4,2,3,2,4,2,3,5,2,3,3,3,1,4,5,5,3,4,3,4,4,2,1,3,4,2,1,1,4,3,3,5,4,1,4,2,4,4,3,3,1,4,1,5,3,4,2,3,4,3,4,3,3,5,1,3
"219",2,1,1,3,2,1,1,1,1,1,1,2,1,1,2,1,2,1,3,3,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,1,1,1,2,1,1,3,2,3,2,5,2,2,2,1,3,4,3,2,2,4,2,3
"220",4,1,4,3,4,4,1,1,5,3,4,5,3,3,5,5,3,4,1,5,4,5,4,4,3,4,4,5,4,2,3,3,3,1,3,5,4,5,3,1,4,1,3,4,4,5,1,4,3,3,2,3,3,5,4,4,5,4,2,3
"221",1,1,1,2,5,1,1,2,5,1,2,5,1,1,5,5,2,2,3,5,4,5,5,5,3,2,2,5,5,1,5,1,2,5,5,5,4,5,5,3,5,1,5,3,2,5,3,5,5,5,2,5,5,5,5,5,4,3,1,3
"222",5,1,5,4,4,5,3,5,5,5,2,5,4,4,4,4,4,1,5,5,5,4,5,5,5,4,3,5,5,3,5,1,1,4,5,5,3,5,5,3,5,4,3,4,5,5,4,5,5,5,5,5,4,5,5,4,4,4,1,4
